詞條,英文解釋,中文解釋,阿美語例句,英文例句,中文例句,參見
,,,O malo satafo konini.,This is good for wrapping.,這是用來包裝的(包裝紙),
tafok,sand,細砂,,,,fonak
tafokod,a fish net * a draw net used in deep sea fishing,罨罟，捕魚用漁網，撒拖在深海中的漁網,,,,
tafolod,a pocketbook or shoulder bag used for carrying betel nut or tobacco,用布製成的袋子(吊袋，裝烟草),,,,dofot
tahacila,until tomorrow,到明天，迄明日,,,,cila
tahaco^co,to bump into (as when blind),碰撞，撞擊 (如當瞎時),,,,
tahacowa,until when? how long?,到何時，有多長，有多久,,,,
tahadafaken,do (something) till morning,做(某事)一直到第二天早上,,,,dafak
tahadoy,to float on sometihing,使東西漂浮,,,,
,to be afloat,浮囊,citahadoyan to sapad a talahekal.,Go to land on a floating object.,用浮囊飄到岸上,
tahaf,to cover,蓋起來，覆蓋,Tahafen ko kaysing.,Cover the dishes.,把碗蓋起來,
,,,Icowa ko satahaf?,Where is the lid?,蓋子在哪裡？,
,,,O mikowanay ko was to tahaf no kakarayan.,God is ruler over everything (literally: over the cover of heaven),上帝統治宇宙萬物 (字面上指整個王國),
tahafikod,to stumble * trip over,碰到障礙物，被絆倒,Aka ka tahafikod a romakat.,Don't stumble walking.,小心走路不要被絆倒,tahfikod
,,,Aka ka tahafikod a minengneng to demak nira.,Don't stumble at what he does.,不要因為看到他的行為而跌倒,
tahakeleng,to fall in a man-hole,掉入洞中,,,,keleng
tahanini,up until now.,直到現在，一直到今天,,,,anini
tahaperoc,(for a garment) to slide down * come off the waist,滑落，從腰部脫落,,,,peroc
tahapinga',to step on stool * manure,踩到糞便,,,,
tahefod,air-borne dust * dirt blown by the wind,灰塵，塵埃,,,,
taheka^,a meal,餐,,,,
,a feast,喜宴,,,,taheka^
tahekal,to come to light * to suddenly be seen.,出現，突出，突然看到,,,,sedak
tahekol,to throw out * throw away,拋棄，丟棄,,,,
,to be thrown off * flipped,輕輕拂打 (灰塵),,,,fahekol
tahepo,to cover over the top of something * as with a cloth,用布或其他東西覆蓋,Matahepo ko pising no fafahiyan i Alapo.,Arabian women's faces are covered over.,阿拉伯婦女的臉部是遮掩起來的,
,,,Matahepo no to'eman ko faloco' nira.,His heart is covered with darkness / he is ignorant.,他的心被黑暗籠罩著,
,,,Tahepoen ko nipawalian namo a panay.,Cover the rice you are drying.,把曬好的穀子鋪蓋起來,
tahic,to help,幫助，協助,,,,
,to get even in a positive way * pay back,以積極的方法取得統一，還清，付清,Matatahic kita a mitifek.,Let's the two of us use pestle and mill the grain.,我們相互協助樁米,
,,,Mitahic kako i ngraan to pipadang nira i takowanan.,I want toget even with him for his helping me.,因他曾幫助我，我要還他的工,
tahidang,to call * to tell to come,呼叫，呼召,Tahidangen ko wawa a patayni.,Call the child to come here.,把孩子叫這裡來,
,to invite,招待，邀請,Matahidang kami a mikapot.,We have been invited to be a part (of an event).,我們被邀請參加,
,to address * to call by name,口頭直呼名字,,,,
tahini,to arrive here (near the speaker),到這裡 (靠近說話者),I hakowa kiso a tahini?,When did you arrive here?,你什麼時候到達這裡？,
tahira,to arrive there (away from the speaker),到達那裡 (遠離說話者),Ano hakowa cingra a tahira?,What time will he arrive there?,他何時到達那裏？,
tahod,to eat immediately when the food is hot,趁熱吃,,,,
tahoriyac,to slip * slide on something slick,滑倒,,,,horiyac
tahtah,more than enough,足夠，充足,Kinatahtah cangra a ma'orip.,They lived in luxury.,他們過着奢侈的生活,
,,,Patahtahen nira ko ifaloco'ay nira a somowal.,He told everything that he felt.,他把心理的話全部說出來,
,,,Patahtah cingra to 'orip.,He spent his money freely.,他隨意地花用他的錢 (他的生活揮霍無度),
tailangan,milling machine * millstone,磨粉機，磨穀機，碾米機,,,,ilang
takah,to be unaccustomed to * feel strange,不習慣，生疏，陌生,Matakah kako a komaen to hemay.,I am not used to eating rice.,我不習慣吃米飯,
takal,not dense * not close together,間隔寬，稀稀落落,Matakal ko ’anip nangra.,They planted the rice plants far apart.,他們插的秧間隔很寬,
takamayan,gloves,袖子，手套，套袖，筒袖,,,,kamay
takang,a piece of wood or rock used as a stand for something to be place on,墊，用一塊木頭或石頭，使某東西站立在位置上,Patakangen ko pakaysingan.,Put the cupboard on a stand.,把碗櫥墊起來 (使其穩固),
takar,a sleeping platform in old style Amis homes made of bamboo poles,古代阿美族竹製或籐製寢台 (牀舖),,,,
takaraw,tall * high * with figurative as well as literal meanings,高，字面上和比喻上的高,Takaraw ko loma' nira,His home is tall.,他的房子很高,'akawang
,,,Aka satakaraw to faloco'.,Don't make your heart tall / i.e. don't be proud.,不要驕傲，不要趾高氣揚,
takaw,to steal,偷，偷盜,Matakaw ko payso niyam.,Our money has been stolen.,我們的錢被偷,
,,,Matakaw cangra to titi.,They craved meat.,他們偷豬肉,
,,,Aka pitakaw,Don't steal.,不要偷竊,
,Kaohsiung (from Japanese),高雄 (引自日語),,,,"koliniw, matakaw, 'oxit"
takay,name of an Amis village,花蓮縣玉里鎮三民部落名,,,,Takay
takec,to embrace * to hold in one's arms,擁抱,Matakec nira kako.,She embraced me.,她擁抱我,
,,,Tiliden  lato ko paya a patakec i ciwcika.,Pilate wrote a sign and had it put on the cross.,彼拉多寫一個罪狀牌釘在十字架上,
takeling,a bell musical instrument around the waist and dangling from the side or back,鐵製長撞鈴，此鈴掛在腰帶上或傍邊，行動時即發出很大的響聲,,,,
takelolo,a species of bird * White-Backed Woodpecker,白背啄木鳥,,,,
takenip,a coffin,棺木,,,,
taker,to hinder * obstruct the movement of something,耽誤，阻擋，阻礙，打擾，耽擱,Mataker nira ko rakat niyam.,He hindered us from moving / going.,我們的行程被他耽誤,
takid,a wine cup,斟酒,,,,
,a glass,一杯酒,Patakid cingra i takowanan.,He served me / gave me wine.,他斟酒給我,
takingkingan,bells,鈴，鐘,,,,kingking
takini',to hold or carry under one's arm,挾在腋下帶走,,,,
takod,to jump,跳躍,,,,
,to jump around * prance * dance,跳來跳去，跳舞，跳躍前進,Misatakotakod kami to lipahak niyam.,We pranced with joy.,我們高興的雀躍起來,
,,,Mitakod cingra to 'adipel.,He jumped over the fence.,他跳牆而過,
takodicay,a toad,蟾蜍 (較大的蛙類),,,,
takofan,the name of an Amis village,台東縣關山鎮德高部落名,,,,Takofan
takokong,to pick up a bowl of something and eat from the big dish,把碗提起來喝湯,mitakokong a mikohaw,to pick up a bowl of soup and eat / drink the contents,把整鍋舉起來喝湯,
takola',a small frog,青蛙,Mitakola' cangra,They were hunting for frogs.,他們去捉青蛙,
takolaw,throat,喉嚨,Adada ko takolaw ako.,My throat is sore.,我喉嚨痛,
,to gallop,馳騁,,,,
takolil,rabbit * rabbits,兔子,,,,
takoliyaw,the name of an Amis village,花蓮縣玉里鎮高寮部落名,,,,Takoliyaw
takomi,the name of an Amis village,台東縣長濱鄉田組阿美部落名,,,,Takomi
takomod,the fluff from blossom of a tree used to make quilts,從棉花樹取其木棉毛製成棉被,,,,
,Cotton Tree (Bambax ceiba),棉花樹,,,,
,Bougainvillea,九重葛 (開紅花的熱帶植物),,,,
takongkong,to beat drum in mourning,銅鑼,,,,
takongkongay,a fish * Big-mouth Flounder (Psettodes erumei),大口鍱樹,,,,
,the person who beats drum in mourning,某人敲銅鑼,,,,
takonol,to be hunch-backed,駝背,,,,
takop,to catch up with,趕上，追趕，及時,Matakop no ising ko adada nira.,The doctor was able to treat his sickness in time.,醫生及時治療他的病,
,to overtake before the person or activity has left,人未離開或活動未結束時即時留住,Takopen cingra i'ayaw no pilaliw nira to niyaro'.,Get hold of him before he leaves town.,趁他還沒有離開村莊前趕上,
,,,I'ayaw to cingra a lomowad. Takopen cingra.,He left ahead of us. Catch up with him.,他已經先走了，去追趕他吧!,
takos,to approach a person in order to call him to come,傳令，傳達信息,,,,"patakosay, tatakosan"
takowanan,me * to me * for me.  See Pronouns - Appendix 1.,我，為我。參閱附錄Ⅰ代名詞,,,,
taktak,to pour out of a container,把東西從容器中傾倒出來,,,,
tala,to wait,等待,Matala ako ko kataynian nira a romi'ad.,I can wait till the day he gets here.,我可以等到他來的那一日,"patala, pisitalaan"
,,,O nika tatala ita ko nga'ay.,We should wait for each other.,我們最好相互等待,
,,,Pakatala kiso haw?,Can you wait?,你可以等嗎？,
,,,Hinatala cingra anini.,He is waiting expectantly.,他正殷切期待，他正翹首企盼著,
,,,sitala cingra i lalan.,He lay in wait on the road.,他在路上埋伏,
tala'ta',the sound of rain,雨滴聲,,,,
,the crackle sound of something burning,噼啪聲，爆裂聲,,,,
talacay,pineapple,鳳梨,,,,
,a wild plant with minature pineapples,野生的小鳳梨,,,,
talacowa,Where are (you) going?,(你) 到那裡去?,Talacowa kiso?,Where are you going?,你要去那裡?,cowa
,although,雖然,Talacowa o mafana'ay cingra nikaorira awaay ko taneng nira.,"Although he knows, he has no wisdom.",雖然他是知識份子但是沒有才能,
talahekal,come to light * be revealed,到世上，到外面，顯露出來，啟示出來,,,,
,to come to shore * to come to the surface,上岸，浮上水面,Talahekal to ko foting.,The fish came to shore.,魚衝上沙灘,
,to be revealed,揭露,Talahekal to anini ko tatiihay a demak nira.,The wrong he did has come to light.,他的壞事以暴露出來了，他的劣跡已東窗事發了,
,,,O pipatalahekal to demak iso ko nnga'ay.,You should confess the truth about what you did.,你還是坦白承認你所做的一切為上策,
,to appear,出版，公開,O tatalahekal  Yis Kristo.,Jesus Christ will appear.,耶穌基督即將顯現,hekal
talahenot,to get stuck * not move ahead,陷入泥濘，泥沼,,,,
talakal,a metal trap for catching game,大型鐵製陷阱,talakal / tilo  ldek,a rainbow,彩虹,teker
talakes,leggings worn by women,婦女之綁腿布帶,,,,tapad
talaktak,a pounding headache,疼痛,,,,
,the dripping of water,水滴,Talaktak  ko losa' nira.,Her tears dropped.,她眼淚直流下來,
talalokan,a chicken coop,雞籠,,,,talokan
talamangaw,a rooster,公雞,,,,talangawan
talangawan,rooster * male chicken,公雞,,,,tangarawan
talapala,to go to the fields (North),到田裡去工作 (北部阿美語),,,,pala
talapapotal,to go outside,外面,,,,
,to go outside of the town to a place removed from the scene,到城鎮的外面,,,,potal
talapiko,to go to the intersection,走向交叉點，走到轉角,,,,piko
talarefong,to fall in a gully,掉進洞裡,,,,refong
talarikor,to go to the back,到後面，後退，倒退,,,,
,regress,退步，落後,,,,"ikor, rikor"
talaw,to be afraid * to fear * generic term,害怕的總稱,Matalaw kako.,I am afraid.,我害怕,patalaw
,,,O maan ko katalawan iso?,What are you afraid of?,怕什麼？,
,,,O katalawan ko demak nira.,What he is doing is dangerous.,他的所做所為很危險,
,,,Patalawen nira kako.,He threatened me.,他威脅我，他恐嚇我,
talay,wash tub (from Japanese),浴盆 (引自日語),,,,
talem,the sharp edge of a knife,刀口銳利，刀刃銳利,Citalem to ko fonos ako.,My machete is sharp.,我的刀很銳利,
,,,Matalem ko sowal nira.,His words are tactless (from an over-bearing spirit) .,他的話一針見血，他的話銳利,
talengteng,to throb with pain,劇痛,,,,
tales,the dull edge of a blade,鈍 (不鋒利的),Matales ko po'ot nira.,His knife is dull.,她的小刀很鈍,lales
tali,taro * a tuberous food,芋頭,,,,
talico^co,to be closed in * cornered,被排擠到角落,,,,co^co
talid,a bottle,瓶子,,,,
,a jar,陶瓷容器,,,,
,glass * generic term for,玻璃瓶的總稱,,,,
talido'eng,to deliberately not listen,故意聽不到，聽而不聞,,,,do'eng
talik,to beat out glutinous rice to make bread.,樁糯米糕,,,,
talimola',to act childish toward a parent or any older person when desiring attention,在父母或大人面前撒嬌引他們注意,Caay to ka nga'ay kiso a mitalimola' to mama iso.,You shouldn't (any longer) act childish in front of your father.,你不應該再向你父親撒嬌了,
,,,Talimola'en ita ko Wama i kakarayan.,We act like children toward our Father in heaven * i.e. we have a close child-parent relationship.,我們對天父的行為正如小孩子對雙親的親暱,
,to woo * to win with love * as a man pursuing a woman,求愛，博得愛，如男人追求女人,,,,saynay
talip,a skirt (both Amis men and women wore skirts),裙子。阿美族在慶典時男的和女的所穿的裙子,,,,
talipa'elal,to awaken out of sleep with literal and figurative meanings,從睡夢中甦醒，含有字面上和比喻上的意義,Talipa'elal to kako anini to demak nira.,I finally realize what he is doing.,我終於了解他的所做所為,
taliyok,the perimeter * area around the outside,環繞，周圍,O taliyok no loma' niyam konini.,This is the permeter around our home.,這是我們家的四周範圍,
,to go around,到處走,Taliyoken nira ko kitakit niyam a romakat.,He traveled all around our country.,他環繞我們的國家旅行,
,,,Mataliyok iso ko niyaro' no 'Amis haw?,Have you been around the Amis villages?,你走遍了阿美族的各部落嗎？,
talo'an,a hut * a temporary shelter for use in the fields,工寮，茅舍，田間的茅舍,,,,
,community meeting house,集會所,,,,"sefi, soraratan"
talo'odan,yoke used for oxen,牛軛，軛狀物,,,,lo'od
taloc,to be too late,遲到，太慢,Mataloc ko demak nira.,He was too late with what he did.,他做得太慢了,
talod,all kinds of grass * weeds * generic term,各種草，芒草的總稱,Masiday nira i talotalodan ko toki nira.,He lost his watch in the weeds and grass.,他的手錶在蘆葦叢裡遺失,
talokan,a chicken coop,雞籠,,,,
taloko,the Taroko tribe,太魯閣族,,,,Taloko
talolong,deep,深，很深,,,,"'alolong, 'angongol"
talopiyak,to sit with legs spread apart * of women sitting in an unseemly position,雙腳開叉而坐；一般指女人坐下的坐姿不雅,,,,
