form	label	definition	cross_reference	headword	homograph	format	root_marker	etymology	sense	inferred	entry_page	sense_page
mapa–shi–a–ucuc	[R/IT]	kiss each other repeatedly		ucuc		A			2		1031	1031
mapa–shi–ucuc		suck or kiss		ucuc		A					1031	1031
ucuc	[R]	one another'		ucuc		A			3		1031	1031
shi–a–ucuc		a straw for drinking		ucuc		A			4		1031	1031
shi–a–ucuc–an	[IN]	a straw for drinking		ucuc		A			5		1031	1031
shi–ucuc–in	[PF]	be sucked by someone		ucuc		A			6		1031	1031
sh–m–i–ucuc		suck or sip, as through a straw; to kiss		ucuc		A			7		1031	1031
m–ucu–ucun	[AF]	do something immediately		ucun		B	bars		2		1032	1032
m–ucun		immediately		ucun		B	bars		3		1032	1032
p–ucu–ucun	[C]	immediately		ucun		B	bars		4		1032	1032
ucu–ucun	[IT]	immediately		ucun		B	bars		5		1032	1032
ucu–ucun–i	[IT/I]	(don't) control him		ucun		B	bars		6		1032	1032
ucu–ucun	[IT]	immediately	ucun:5	ucu–ucun		A					1032	1032
ucu–ucun–i	[IT/I]	(don't) control him	ucun:6	ucu–ucun–i		A					1032	1032
u–daru–daru	[I/IT]	take your time	daru:5	u–daru–daru		A					1032	1032
u–farit	[I]	(don't) cross it	farit:4	u–farit		A					1032	1032
ug–kulhu–an		have a skin disease, scabies or scurf 1	kulhu:2	ug–kulhu–an		A					1032	1032
ug–kuruz	[I]	(don't) hide	kuruz:6	ug–kuruz		A					1032	1032
ug–kuruz–ak	[LF1s]	I hid from someone or something	kuruz:7	ug–kuruz–ak		A					1032	1032
ug–kuruz–an	[LF]	hide oneself	kuruz:8	ug–kuruz–an		A					1032	1032
ugqá–k	[LF1s]	I left someone behind		ugqa		B	bars		2		1032	1032
ugqá–n	[LF]	fail to meet someone, be left behind		ugqa		B	bars		3		1032	1032
m–ugqa	[AF]	leave someone behind		ugqa		B	bars		4		1032	1032
ug–qca	[I]	move; again 3	qca:40	ug–qca		A					1033	1033
ug–qcá–n		again 3	qca:41	ug–qcá–n		A					1033	1033
ugqibi		carry on a carrying pole suspended between two persons		ugqibi		A					1033	1033
m–ugqibi	[AF]	carry between two persons (as a load on a carrying pole)		ugqibi		A			2		1033	1033
ugqibí	[I]	(don't) carry it		ugqibi		A			3		1033	1033
ugqibi–n	[PF]	be carried by someone		ugqibi		A			4		1033	1033
ug–qtu–ak	[LF1s]	I have found, I have discovered 3	qtu:24	ug–qtu–ak		A					1033	1033
ug–qtu–an	[LF]	be found, discovered 3	qtu:25	ug–qtu–an		A					1033	1033
u–hazish		go out!, go away!' (said, for example, to noisy children)	hazish:20	u–hazish		A					1033	1033
u–hiaw	[I]	do it speedily; may it happen quickly	hiaw:7	u–hiaw		A					1033	1033
u–hiaw–i	[I]	(don't) hurry!	hiaw:8	u–hiaw–i		A					1033	1033
u–hiaw–in	[PF]	be done quickly	hiaw:9	u–hiaw–in		A					1033	1033
uhu		2s actor, you		uhu		A					1033	1033
i–uhu		you		uhu		A			2		1033	1033
kal–uhu		told by you?		uhu		A			3		1033	1033
n–uhu		your; 2sg genitive		uhu		A			4		1033	1033
pan–uhu		by you?		uhu		A			5		1033	1033
uhu–n		2s patient		uhu		A			6		1033	1033
uhu–n		2s patient	uhu:6	uhu–n		A					1033	1033
uka		not have, not exist; so as not to		uka		A		(PAN *uka `not have, not exist')			1033	1033
maka–uka		lose something one cannot find		uka		A		(PAN *uka `not have, not exist')	2		1033	1034
m–in–aka–uka		were lost		uka		A		(PAN *uka `not have, not exist')	3		1033	1034
m–uka	[AF]	have nothing		uka		A		(PAN *uka `not have, not exist')	4		1033	1034
mut–uka		be less, be reduced in amount, be missing, of part of a quantity		uka		A		(PAN *uka `not have, not exist')	5		1033	1034
mu–uka		be taken away; be gone		uka		A		(PAN *uka `not have, not exist')	6		1033	1034
put–uka	[C/I]	(don't) reduce it, don't lower it		uka		A		(PAN *uka `not have, not exist')	7		1033	1034
put–uka–n	[PF]	be lowered or reduced, as the price of merchandise		uka		A		(PAN *uka `not have, not exist')	8		1033	1034
shu–uka		stop, cease to happen		uka		A		(PAN *uka `not have, not exist')	9		1033	1034
uka sa qazpu		be a coward, be without courage	qazpu:2	uka sa qazpu		A					1034	1034
m–ukcaw	[AF]	coil the hair, put the hair around the head		ukcaw		B	bars		2		1034	1034
ukcaw–an	[LF]	coiled, wrapped around the head, of the hair		ukcaw		B	bars		3		1034	1035
ukcaw–an	[LF]	coiled, wrapped around the head, of the hair	ukcaw:3	ukcaw–an		A					1035	1035
uk–rambak	[I]	(don't) open your mouth	rambak:5	uk–rambak		A					1035	1035
m–uladin	[AF]	put something into a container		uladin		B	bars		2		1035	1035
uladin–in	[PF]	be put into a container		uladin		B	bars		3		1035	1035
uladin–in	[PF]	be put into a container	uladin:3	uladin–in		A					1035	1035
u–la–lalu–an	[IN/LF]	ancestral offering basket, a deep basket with four sides and four legs, used to hold the apparel of the ancestors on ceremonial occasions	ulalu:6	u–la–lalu–an		A					1035	1035
mapa–ulalu	[R]	worship one's ancestors as a group		ulalu		B	bars		2		1035	1035
m–ulalu	[AF]	worship one's ancestors		ulalu		B	bars		3		1035	1035
m–ulalu–lalu	[AF/IT]	worship one's ancestors		ulalu		B	bars		4		1035	1035
p–ulalu	[C]	worship one's ancestors		ulalu		B	bars		5		1035	1036
u–la–lalu–an	[IN/LF]	ancestral offering basket, a deep basket with four sides and four legs, used to hold the apparel of the ancestors on ceremonial occasions		ulalu		B	bars		6		1035	1036
ulalu–an	[LF]	be given in offering to the ancestors		ulalu		B	bars		7		1035	1036
ulalu–an	[LF]	be given in offering to the ancestors	ulalu:7	ulalu–an		A					1036	1036
u–lawashwash		scatter in all directions, as fleeing people	lawashwash:8	u–lawashwash		A					1036	1036
Uli		female name (wife of Tian)		Uli		A					1036	1036
ulul		(don't) roll it (log, etc.)		ulul		A					1036	1036
m–ulul	[AF]	roll something, as a log		ulul		A			2		1036	1036
ulul–i	[I]	(don't) roll it		ulul		A			3		1036	1036
ulul–in	[PF]	be rolled by someone		ulul		A			4		1036	1036
ulul–i	[I]	(don't) roll it	ulul:3	ulul–i		A					1036	1036
ulul–in	[PF]	be rolled by someone	ulul:4	ulul–in		A					1036	1036
ulhac		vein, vessel		ulhac		A		(PAN *huRaC `vein, vessel, tendon')			1036	1036
papsaq a ulhac		Achilles tendon (lit. `tendon of the heel')		ulhac		A		(PAN *huRaC `vein, vessel, tendon')	1a		1036	1036
m–ulhakca	[AF]	spread, diffuse to something near (as a cold spreading between people)		ulhakca		B	bars		2		1036	1036
ulhakcá–n	[LF]	be affected by something spreading or diffusing		ulhakca		B	bars		3		1036	1036
ulhakcá–n	[LF]	be affected by something spreading or diffusing	ulhakca:3	ulhakcá–n		A					1036	1036
u–lhckiz–in	[PF]	be taken off; take them off	lhckiz:20	u–lhckiz–in		A					1036	1036
ulhucan		a small tree with slender stem and small, dark green closely-spaced leaves, unid. The root is cooked to make a decoction used in the treatment of diarrhoea		ulhucan		A					1037	1037
ulhumzaw		suddenly	pulhumzaw:3	ulhumzaw		A					1037	1037
ulhza		snow, ice, frost		ulhza		A		(PAN *SuReNa `snow, ice, frost')			1037	1037
ma–ulhza	[S]	snowy, covered with snow; will snow		ulhza		A		(PAN *SuReNa `snow, ice, frost')	2		1037	1037
ma–shulhza	[F]	will snow		ulhza		A		(PAN *SuReNa `snow, ice, frost')	3		1037	1037
min–ulhza	[IC]	become ice, freeze		ulhza		A		(PAN *SuReNa `snow, ice, frost')	4		1037	1037
pash–ulhzá–n	[LF]	freeze; snowfield, place where there is plenty of snow, be covered with snow		ulhza		A		(PAN *SuReNa `snow, ice, frost')	5		1037	1037
ulhzá–n	[LF]	be snowed on		ulhza		A		(PAN *SuReNa `snow, ice, frost')	6		1037	1037
ulhza–z–in	[PF]	be snowed on		ulhza		A		(PAN *SuReNa `snow, ice, frost')	7		1037	1037
ulhzá–n	[LF]	be snowed on	ulhza:6	ulhzá–n		A					1037	1037
ulhza–z–in	[PF]	be snowed on	ulhza:7	ulhza–z–in		A					1037	1037
Umaw		common female name (wife of Bulaw, wife of Kaluzut, wife of Kulhu, wife of Tampawa)		Umaw		A					1037	1037
um–biqi–an		have a goiter	biqi:3	um–biqi–an		A					1037	1037
Umí		female name (daughter of Dariz)		Umí		A					1037	1037
Umin		male name (husband of Ibu)		Umin		A					1037	1037
um–paciq–an		get a mote in the eye	paciq:3	um–paciq–an		A					1037	1037
u–na–nay	[I/IT]	(don't) come here (again)	nay:42	u–na–nay		A					1037	1037
u–nay	[I]	(don't) come here	nay:43	u–nay		A					1037	1037
un–azaz–an		completely, entirely, totally 1	azaz:2	un–azaz–an		A					1037	1037
undadán		:		undadán		A					1038	1038
in–undadan–an	[LFc]	the place where one has walked		undadán		A			2		1038	1038
m–in–undadán	[AFc]	walked		undadán		A			3		1038	1038
m–un–da–dadán	[AF/IT]	walk around, keep walking		undadán		A			4		1038	1038
m–undadán	[AF]	to walk		undadán		A			5		1038	1038
un–da–dadán	[IT]	go for a walk, stroll around		undadán		A			6		1038	1038
undadán	[I]	walk!		undadán		A			7		1038	1038
undadan–an	[LF]	walk on, use for walking		undadán		A			8		1038	1038
undadan–in	[PF]	be walked in or on, as a space or path		undadán		A			9		1038	1038
m–undu	[AF]	do something correctly, do something in the right way		undu		B	bars		2		1038	1038
undu–ak		I am able to do		undu		B	bars				1038	1038
undu	[LF1s]	something		undu		B	bars		3		1038	1038
undu–an		be able, capable of		undu		B	bars				1038	1038
undu	[LF]	doing something		undu		B	bars		4		1038	1038
undu–i		(don't) do it right		undu		B	bars		5		1038	1039
un–dukuduku	[I]	(don't) bend down, (don't) stoop	dukuduku:4	un–dukuduku		A					1039	1039
un–i–utu	[I]	(don't) go there 2	utu:37	un–i–utu		A					1039	1039
un–lha–irush–an		water at the mouth, slaver	irush:2	un–lha–irush–an		A					1039	1039
un–lha–nuzush–an		have a nosebleed	nuzush:2	un–lha–nuzush–an		A					1039	1039
un–lhaqlhaq–an	[LF]	have a hernia 1	lhaqlhaq:2	un–lhaqlhaq–an		A					1039	1039
m–unlhuas	[AF]	slide down, have a landslide		unlhuas		B	bars		2		1039	1039
unlhuas–an	[LF]	be affected by a landslide		unlhuas		B	bars		3		1039	1039
un–lhun–an		have a (constantly) runny nose	lhun:4	un–lhun–an		A					1039	1039
un–mamuri–an	[LF]	be lonely; be alone, left by oneself	mamuri:7	un–mamuri–an		A					1039	1039
un–ranash–an	[LF]	bald, leafless	ranash:5	un–ranash–an		A					1039	1039
un–saháy	[I]	(don't) pass by there	saháy:54	un–saháy		A					1039	1039
un–sahay–ak	[LF1s]	I performed an action in that direction	saháy:55	un–sahay–ak		A					1039	1039
un–sahay–an		toward, in that direction	saháy:56	un–sahay–an		A					1039	1039
unsulan	[I]	(don't) fetch water	punsulan:4	unsulan		A					1039	1039
unsún		encircle; coil or twine around, as a vine around a tree; work in concert		unsún		A					1039	1039
in–unsún	[PFc]	worked together		unsún		A			2		1039	1039
m–unsún	[AF]	work together; encircle		unsún		A			3		1039	1039
unsun–an	[LF]	be surrounded by someone or something		unsún		A			4		1039	1040
untal		follow		untal		A					1040	1040
m–untal	[AF]	accompany, be included with		untal		A			2		1040	1040
m–unta–ta–tal	[AF/IT3]	follow someone's actions closely, imitate		untal		A			3		1040	1040
p–untal	[C]	let or make someone follow or accompany another person		untal		A			4		1040	1040
p–untal–in	[C/PF]	be allowed to be followed by someone or something		untal		A			5		1040	1040
p–unta–ta–tal		follow, imitate		untal		A			6		1040	1040
untal–an	[LF]	be followed, as in temporal sequence		untal		A			7		1040	1040
untal–in	[PF]	be followed, as by someone coming behind		untal		A			8		1040	1040
unta–ta–tal	[I]	(don't) follow him		untal		A			9		1040	1040
un–talaqidin–an		swollen, as the lymph nodes under the ears; have the mumps	talaqidin:2	un–talaqidin–an		A					1041	1041
un–tana–utu		go there 2	utu:38	un–tana–utu		A					1041	1041
un–taraw–in	[PF]	be caught in a downpour 2	taraw:7	un–taraw–in		A					1041	1041
untikuy a filhaq		Cibotium cumingii Kunze, fam. Dicksoniaceae, a fern with edible tuberous root		untikuy		B	colon		2		1041	1041
u–ntua–n		take where?/take to some place	ntua:25	u–ntua–n		A					1041	1041
un–tusi–wan		let's pass through that place on our way (to some other destination)	tusi:40	un–tusi–wan		A					1041	1041
upup		large edible bullfrog with smooth green skin		upup		A					1041	1041
Upus		male name (husband of Pailug)		Upus		A					1041	1041
u–qariwan	[I]	(don't) go to Pu-li	Qariwan:4	u–qariwan		A					1041	1041
uqaw		thirst		uqaw		B	bars	(PAN *quSaw `thirst', with metathesis)			1041	1041
ish–uqaw		thirsty		uqaw		B	bars	(PAN *quSaw `thirst', with metathesis)	2		1041	1041
ma–uqaw		thirsty		uqaw		B	bars	(PAN *quSaw `thirst', with metathesis)	3		1041	1041
uqay	[I]	just do it	muqay:2	uqay		A					1041	1041
u–qca		again; do it again 3	qca:42	u–qca		A					1041	1041
u–qca–i	[I]	(don't) do it again, (don't) repeat it 3	qca:43	u–qca–i		A					1041	1041
u–qca–k	[PF1s]	I did it again, I repeated it 3	qca:44	u–qca–k		A					1041	1041
u–qca–n	[PF]	be repeated, be done again 3	qca:45	u–qca–n		A					1041	1041
u–qiwin	[I]	please step aside	qiwin:3	u–qiwin		A					1041	1041
ura		: 1		ura		B	bars				1041	1041
ma–ura	[S]	bad-tempered, hard to get along with, unreasonable, acting on emotions or stubbornness, bad-natured or surly		ura		B	bars		2		1041	1041
min–ura		to faint, pass out, lose consciousness		ura		B	bars		3		1041	1042
mat–ura	[S]	weak, soft		ura	2	B	bars		2		1042	1042
ma–ura–ura	[S/IT]	soft, of the voice		ura	2	B	bars		3		1042	1042
urum		cloud, fog, mist		urum		A		(PAN *Sulem `cloud, overcast weather')			1042	1042
in–urum–in	[PFc]	was clouded over, was covered with clouds		urum		A		(PAN *Sulem `cloud, overcast weather')	2		1042	1042
urum–in	[PF]	cloudy, foggy; clouded over		urum		A		(PAN *Sulem `cloud, overcast weather')	3		1042	1042
urum–in	[PF]	cloudy, foggy; clouded over	urum:3	urum–in		A					1042	1042
urún		arrive		urún		A					1042	1042
m–urún	[AF]	arrive		urún		A			2		1042	1042
urun–ik	[PF1s]	I arrived		urún		A			3		1042	1042
urun–in	[PF]	be kept waiting for someone who is expected to arrive		urún		A			4		1042	1042
urun		do first, do before someone else can		urun		A					1042	1042
m–urun	[AF]	do something first		urun		A			2		1042	1042
urun–ik	[PF1s]	I do something before some else can		urun		A			3		1042	1042
urun–ik	[PF1s]	I arrived	urún:3	urun–ik		A					1042	1042
urun–ik	[PF1s]	I do something before some else can	urun:3	urun–ik		A					1042	1042
urun–in	[PF]	be kept waiting for someone who is expected to arrive	urún:4	urun–in		A					1042	1042
u–suhúy	[I]	(don't) go there	suhúy:33	u–suhúy		A					1043	1043
u–sun	[I]	gather together, collect together	sun:34	u–sun		A					1043	1043
u–sun–in	[PF]	was joined, was put together with; hortative: let's gather	sun:35	u–sun–in		A					1043	1043
usha		go		usha		A		(PAN *uSa `go')			1043	1043
in–ushá–k	[LF1sc]	I went by		usha		A		(PAN *uSa `go')	2		1043	1043
in–ushá–n	[LFc]	went by		usha		A		(PAN *uSa `go')	3		1043	1043
mapa–usha		leave, go, of		usha		A		(PAN *uSa `go')			1043	1043
usha	[P]	many at once		usha		A		(PAN *uSa `go')	4		1043	1043
m–in–usha	[AFc]	went		usha		A		(PAN *uSa `go')	5		1043	1043
m–usha	[AF]	go, walk away		usha		A		(PAN *uSa `go')	6		1043	1043
p–usha	[C]	let go; send away		usha		A		(PAN *uSa `go')	7		1043	1043
p–usha–i	[I]	(don't) let it go		usha		A		(PAN *uSa `go')	8		1043	1043
p–ushá–k	[LF1s]	I let it go		usha		A		(PAN *uSa `go')	9		1043	1043
p–ushá–n	[C/LF]	be let go, be released		usha		A		(PAN *uSa `go')	10		1043	1044
ushán		menstruation, menses; to menstruate		ushán		A					1044	1044
in–ushán	[c]	menstruated		ushán		A			2		1044	1044
u–shaqish–in	[PF]	be affected in the face 1	shaqish:3	u–shaqish–in		A					1044	1044
ushnaw		like, be fond of		ushnaw		A					1044	1044
in–ushnaw	[PFc]	was liked or desired by someone		ushnaw		A			2		1044	1044
mapa–ushnaw	[R]	like one another, fall in love with one another		ushnaw		A			3		1044	1044
m–ushnaw	[AF]	like, be fond of		ushnaw		A			4		1044	1044
ushnaw–ik	[PF1s]	I am fond of, I desire		ushnaw		A			5		1044	1044
ushnaw–in		be liked or desired		ushnaw		A			6		1044	1044
ushnaw–ik	[PF1s]	I am fond of, I desire	ushnaw:5	ushnaw–ik		A					1044	1044
ushnaw–in		be liked or desired	ushnaw:6	ushnaw–in		A					1044	1044
Ushul		female name		Ushul		A					1044	1044
Ushun		male name		Ushun		A					1044	1044
u–shuqish	[I]	(don't) come back, (don't) return	shuqish:27	u–shuqish		A					1044	1044
u–tana–utu	[I]	(don't) go there 2	utu:39	u–tana–utu		A					1044	1044
u–tantu	[I]	(don't) go there	tantu:9	u–tantu		A					1044	1044
utaq		vomit, vomitus		utaq		A		(PAN *utaq `vomit, vomitus')			1045	1045
in–utaq–an	[LFc]	was vomited; what was vomited		utaq		A		(PAN *utaq `vomit, vomitus')	2		1045	1045
kun–utaq	[AB]	abrupt vomiting, sudden attack of vomiting		utaq		A		(PAN *utaq `vomit, vomitus')	3		1045	1045
m–in–utaq	[AFc]	vomited		utaq		A		(PAN *utaq `vomit, vomitus')	4		1045	1045
m–utaq	[AF]	to vomit		utaq		A		(PAN *utaq `vomit, vomitus')	5		1045	1045
pashi–utaq		make someone vomit, as through causing disgust		utaq		A		(PAN *utaq `vomit, vomitus')	6		1045	1045
pu–utaq	[C]	make someone vomit (by deliberate action)		utaq		A		(PAN *utaq `vomit, vomitus')	7		1045	1045
p–utaq–i	[C/I]	(don't) make him vomit, (don't) let him vomit		utaq		A		(PAN *utaq `vomit, vomitus')	8		1045	1045
